[10/25/2019 01:03:23 PM][ DEBUG   ] Starting communication instance.
[10/25/2019 01:09:32 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 352552
[10/25/2019 01:09:32 PM][ VERBOSE ] BackgroundThread: current time = 352552, sleep time = 600
[10/25/2019 01:09:32 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:32 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:32 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 353165
[10/25/2019 01:09:32 PM][ VERBOSE ] BackgroundThread: current time = 353165, sleep time = 600
[10/25/2019 01:09:33 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:33 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:33 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 353777
[10/25/2019 01:09:33 PM][ VERBOSE ] BackgroundThread: current time = 353777, sleep time = 600
[10/25/2019 01:09:34 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:34 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:34 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 354389
[10/25/2019 01:09:34 PM][ VERBOSE ] BackgroundThread: current time = 354389, sleep time = 600
[10/25/2019 01:09:34 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:34 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:34 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 355004
[10/25/2019 01:09:34 PM][ VERBOSE ] BackgroundThread: current time = 355004, sleep time = 600
[10/25/2019 01:09:35 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:35 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:35 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 355618
[10/25/2019 01:09:35 PM][ VERBOSE ] BackgroundThread: current time = 355618, sleep time = 600
[10/25/2019 01:09:35 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:35 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:35 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 356230
[10/25/2019 01:09:35 PM][ VERBOSE ] BackgroundThread: current time = 356230, sleep time = 600
[10/25/2019 01:09:36 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:36 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:36 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 356843
[10/25/2019 01:09:36 PM][ VERBOSE ] BackgroundThread: current time = 356843, sleep time = 600
[10/25/2019 01:09:37 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:37 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:37 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 357455
[10/25/2019 01:09:37 PM][ VERBOSE ] BackgroundThread: current time = 357455, sleep time = 600
[10/25/2019 01:09:37 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:37 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:37 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 358068
[10/25/2019 01:09:37 PM][ VERBOSE ] BackgroundThread: current time = 358068, sleep time = 600
[10/25/2019 01:09:38 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:38 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:38 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 358681
[10/25/2019 01:09:38 PM][ VERBOSE ] BackgroundThread: current time = 358681, sleep time = 600
[10/25/2019 01:09:39 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:39 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:39 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 359293
[10/25/2019 01:09:39 PM][ VERBOSE ] BackgroundThread: current time = 359293, sleep time = 600
[10/25/2019 01:09:39 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:39 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:39 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 359907
[10/25/2019 01:09:39 PM][ VERBOSE ] BackgroundThread: current time = 359907, sleep time = 124
[10/25/2019 01:09:39 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 360031
[10/25/2019 01:09:39 PM][ VERBOSE ] BackgroundThread: current time = 360031, sleep time = 476
[10/25/2019 01:09:40 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:09:40 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:40 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:40 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 360521
[10/25/2019 01:09:40 PM][ VERBOSE ] BackgroundThread: current time = 360521, sleep time = 600
[10/25/2019 01:09:40 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:40 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:41 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 20ms. last executed time: 361141
[10/25/2019 01:09:41 PM][ VERBOSE ] BackgroundThread: current time = 361141, sleep time = 600
[10/25/2019 01:09:41 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:41 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:41 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 361755
[10/25/2019 01:09:41 PM][ VERBOSE ] BackgroundThread: current time = 361755, sleep time = 600
[10/25/2019 01:09:42 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:42 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:42 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 362371
[10/25/2019 01:09:42 PM][ VERBOSE ] BackgroundThread: current time = 362371, sleep time = 600
[10/25/2019 01:09:42 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:42 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:42 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 362985
[10/25/2019 01:09:42 PM][ VERBOSE ] BackgroundThread: current time = 362985, sleep time = 600
[10/25/2019 01:09:43 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:43 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:43 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 363600
[10/25/2019 01:09:43 PM][ VERBOSE ] BackgroundThread: current time = 363600, sleep time = 600
[10/25/2019 01:09:44 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:44 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:44 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 364214
[10/25/2019 01:09:44 PM][ VERBOSE ] BackgroundThread: current time = 364214, sleep time = 600
[10/25/2019 01:09:44 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:44 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:44 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 18ms. last executed time: 364832
[10/25/2019 01:09:44 PM][ VERBOSE ] BackgroundThread: current time = 364832, sleep time = 600
[10/25/2019 01:09:45 PM][ DEBUG   ] ServerSocket: Incomming connection from 127.0.0.1:58774
[10/25/2019 01:09:45 PM][ VERBOSE ] Network: sock_t 0x000001EAC14A18C0 allocated. fd = 1696
[10/25/2019 01:09:45 PM][ DEBUG   ] ServerSocket: Incomming connection from 127.0.0.1:58775
[10/25/2019 01:09:45 PM][ VERBOSE ] Network: sock_t 0x000001EAC14A16E0 allocated. fd = 1668
[10/25/2019 01:09:45 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:45 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:45 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 365446
[10/25/2019 01:09:45 PM][ VERBOSE ] BackgroundThread: current time = 365446, sleep time = 600
[10/25/2019 01:09:46 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:46 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:46 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 366059
[10/25/2019 01:09:46 PM][ VERBOSE ] BackgroundThread: current time = 366059, sleep time = 600
[10/25/2019 01:09:46 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:46 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:46 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 366672
[10/25/2019 01:09:46 PM][ VERBOSE ] BackgroundThread: current time = 366672, sleep time = 600
[10/25/2019 01:09:47 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:47 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:47 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 367286
[10/25/2019 01:09:47 PM][ VERBOSE ] BackgroundThread: current time = 367286, sleep time = 600
[10/25/2019 01:09:47 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:48 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:48 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 367901
[10/25/2019 01:09:48 PM][ VERBOSE ] BackgroundThread: current time = 367901, sleep time = 600
[10/25/2019 01:09:48 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:48 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:48 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 368515
[10/25/2019 01:09:48 PM][ VERBOSE ] BackgroundThread: current time = 368515, sleep time = 600
[10/25/2019 01:09:49 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:49 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:49 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 369128
[10/25/2019 01:09:49 PM][ VERBOSE ] BackgroundThread: current time = 369128, sleep time = 600
[10/25/2019 01:09:49 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:49 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:49 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 369743
[10/25/2019 01:09:49 PM][ VERBOSE ] BackgroundThread: current time = 369743, sleep time = 288
[10/25/2019 01:09:50 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 370031
[10/25/2019 01:09:50 PM][ VERBOSE ] BackgroundThread: current time = 370031, sleep time = 312
[10/25/2019 01:09:50 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:50 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:50 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 370356
[10/25/2019 01:09:50 PM][ VERBOSE ] BackgroundThread: current time = 370356, sleep time = 600
[10/25/2019 01:09:51 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:51 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:51 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 370969
[10/25/2019 01:09:51 PM][ VERBOSE ] BackgroundThread: current time = 370969, sleep time = 600
[10/25/2019 01:09:51 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:51 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:51 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 371581
[10/25/2019 01:09:51 PM][ VERBOSE ] BackgroundThread: current time = 371581, sleep time = 600
[10/25/2019 01:09:52 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:52 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:52 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 372194
[10/25/2019 01:09:52 PM][ VERBOSE ] BackgroundThread: current time = 372194, sleep time = 600
[10/25/2019 01:09:53 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:53 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:53 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 372807
[10/25/2019 01:09:53 PM][ VERBOSE ] BackgroundThread: current time = 372807, sleep time = 600
[10/25/2019 01:09:53 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:53 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:53 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 373422
[10/25/2019 01:09:53 PM][ VERBOSE ] BackgroundThread: current time = 373422, sleep time = 600
[10/25/2019 01:09:54 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:54 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:54 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 374034
[10/25/2019 01:09:54 PM][ VERBOSE ] BackgroundThread: current time = 374034, sleep time = 600
[10/25/2019 01:09:54 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:54 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:54 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 374646
[10/25/2019 01:09:54 PM][ VERBOSE ] BackgroundThread: current time = 374646, sleep time = 600
[10/25/2019 01:09:55 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:55 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:55 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 375261
[10/25/2019 01:09:55 PM][ VERBOSE ] BackgroundThread: current time = 375261, sleep time = 600
[10/25/2019 01:09:56 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:56 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:56 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 375874
[10/25/2019 01:09:56 PM][ VERBOSE ] BackgroundThread: current time = 375874, sleep time = 600
[10/25/2019 01:09:56 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:56 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:56 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 376487
[10/25/2019 01:09:56 PM][ VERBOSE ] BackgroundThread: current time = 376487, sleep time = 600
[10/25/2019 01:09:57 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:57 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:57 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 377100
[10/25/2019 01:09:57 PM][ VERBOSE ] BackgroundThread: current time = 377100, sleep time = 600
[10/25/2019 01:09:58 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:58 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:58 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 377712
[10/25/2019 01:09:58 PM][ VERBOSE ] BackgroundThread: current time = 377712, sleep time = 600
[10/25/2019 01:09:58 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:58 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:58 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 378325
[10/25/2019 01:09:58 PM][ VERBOSE ] BackgroundThread: current time = 378325, sleep time = 600
[10/25/2019 01:09:59 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:09:59 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:09:59 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 12ms. last executed time: 378937
